,query,comment_id,comment,room_type,fuzzy_room_type
1247,关于交通便利性和餐饮设施的评论,1269,"品质非常的perfect,服务态度很好，设施优质，环境优美，地段便利，100米内就是地铁站，而且酒店内的美食非要的地道，特别是红棉房，小孩很喜欢",红棉双床套房,套房
1248,关于前台服务和房间设施的评论,1270,新年初一入住一家三口出行广州，选择了花园酒店。前台Rebecca Zhong非常的热情和耐心。酒店的服务非常好??还赠送了一盆欢迎水果。大床房设计比较开放，对亲子出行需要慎重选择房型。房间台盆下水稍微有点不畅。,花园大床房,大床房
1249,关于前台服务和客房服务的评论,1271,房间很舒适，住得非常开心。前台小姐姐，总机小华，服务员LiLi，保洁阿姨，服务都非常周到细致。下次再来。,花园大床房,大床房
1250,关于性价比和前台服务的评论,1272,订了双床房 前台办理入住时加了点钱升级到了比原先大一倍的粤韵套房，太划算了，前台小姐姐与酒店的服务人员的服务态度都很好，入住后还送了一套宝格丽洗护用品+蛋糕拼盘??。酒店文化集聚了中国的古典文化特色，后花园也很漂亮，用完餐可以在里面逛逛，酒店的自助餐一流，这次过生日一家三口特意赶过来庆祝了一番，以后还会经常光顾的～,花园双床房,双床房
1251,关于整体满意度和性价比的评论,1273,"真不知道网上为啥有些帖子说酒店不好？带娃在长隆住了两天，因最后一天长隆续房太贵，就定了花园一天，花园酒店升级了到了红棉，进房间后太惊喜，有客厅卫生条件非常好，连拖鞋的质感也超好，服务员阿姨态度非常好，酒店还免费加了床！这个性价比打败我住过所有的酒店。
关键酒店很有历史，国际、大牌、红棉房间设施也很新，隔音效果也不错，外面施工也不吵！周围非常方便，应有尽有！简直挑不出一出毛病来！真的印象太好了！对这次旅行来说真的是点睛之笔！",花园双床房,双床房
1252,关于景观/朝向和交通便利性的评论,1274,冲着瀑布订的酒店，但一进酒店就最资深的豪华酒店之一的感觉震撼了，酒店位置和设施都很棒，一点也没老旧的感觉，去的那天正好是酒店多少周年活动，入住送了小饼干和鲜花。从窗户望去的感觉我感觉是值回一半房价的，房间设施也都挺不错的，配的的巴马的矿泉水，就是房间稍显局促，但还OK。孩子特别喜欢这个酒店，就有多住了一晚。交通很方便，门口就是地铁约车都很方便。就是希望服务能再亲民一些就更好了。,花园双床房,双床房
1253,关于前台服务和整体满意度的评论,1275,"非常满意的一次体验。前台免费延迟到4点退房，酒店环境设施也一流，服务态度无可挑剔。
入职当天正值中秋，送了小朋友玩具和一盒月饼，关键是月饼的味道非常好！",红棉大床套房,套房
1254,关于整体满意度和体验的评论,1276,过年气氛很好,花园双床房,双床房
1255,关于房间设施和交通便利性的评论,1277,房间很大但显得陈旧了些，必须出新装修的。地段很不错，地铁站就在宾馆门口。,红棉双床套房,套房
1256,关于整体满意度和前台服务的评论,1278,环境舒适，服务周到。,花园双床房,双床房
1257,关于交通便利性和周边配套的评论,1279,"【位置与环境】占据越秀核心地段，正门外就是地铁淘金站，周边五百米内有几个商场，购物餐饮相当方便。酒店内的几家米其林推荐餐厅比较热门，可能需要预约或等位较长时间。

【设施与服务】老牌五星级酒店，公共空间宽敞大气，花园也算一大特色。但房间布局和设施难免有些陈旧感，优缺点都比较明显。服务没问题，从前台到客房都很亲切负责，中英文服务都很优秀。",城央绿意双床房,双床房
1258,关于整体满意度和体验的评论,1280,酒店里面很漂亮,花园双床房,双床房
1259,关于性价比和餐饮设施的评论,1281,"红棉大床房套餐非常物超所值，除了国庆期间不能预定。特意去了酒店的桃园馆，菜品果然名不虚传，可用套餐中的500元消费券。因为前两晚所订房型跟最后这日套餐不同，入住时酒店大堂Viria特意帮忙升级了房间，避免换房之苦，帮这次出行节省了不少麻烦，特此感谢。
酒店4楼的博物院值得一去，没想到关于古今酒店业发展历史及未来趋势干货满满，即使在酒店晚一整天也不会感觉枯燥。",红棉大床套房,套房
1260,关于整体满意度和前台服务的评论,1282,服务很好，房间也舒适,红棉大床套房,套房
1261,关于整体满意度和性价比的评论,1283,老牌酒店，值得入住。,花园双床房,双床房
1262,关于前台服务和退房/入住效率的评论,1284,收到携程的点评邀请，那就来评评吧，吐槽一下这次入住遇到的小小不愉快。这家酒店之前住过，因为是出差，匆匆来去对服务没啥特别感觉，但环境还是不错的，虽然现在好酒店选择不少，但花园酒店在广州土族同学的心目中一直是高档酒店的存在；个人喜欢现代风格的，所以虽然红棉房间大一些，这次还是订了重新装修后的花园大床房。去的当天飞机长时间延误，起飞时间不确定，候机的时候特意给酒店打电话告知晚上会晚到请她们保留房间（其实房间本身也是不可退的），并且请她帮忙换一下双床房，工作人员也表示已帮忙备注没有问题。我晚上8点到酒店时又累又饿，也不想多说话，和前台提到下午电话请她们换双床房，并问有没有高一些的房间，前台开始了长时间啪啦啪啦敲键盘，过了十多分钟也没好，中间问了我是哪个平台定的房间。后来告诉我没有高楼层的房间，可以给我景观最好的对着瀑布的8楼房间，我拒绝了，这个瀑布很吵影响休息，就问可以升级吗？“有红棉套房”，我说那算了还是给我原来预定的房间吧，有再高一点楼层吗？“最高就是9楼”，我问“今天就没有再高一点房间了？”，回复“今天太晚了（8点多是太晚？）”，我说这和今天太晚有什么关系，有就是有没有就是没有，又是长时间的沉默和敲击键盘，中间前台问了边上的小姑娘，人家不耐烦回复“刚才不是说了没有双床房吗？”，后来前台说“要不今天就住低楼层明天帮你换”，这时候快20分钟过去了，我也有点不高兴，精力也有点恢复了，我说我订的房型本来就是写的18-21楼，携程上这个双床房也可以预定，下午还特意打电话过来说了房间的事，为啥现在没有房间呢（有点不相信这么大体量的酒店还能住满）？请领导过来我问一下，更让人气愤的是边上小姑娘说是领导，就和我们隔了一米的距离一直闲在那，中间没人找她办过入住，前面听了20分钟这边发生的事情，居然能做到一直没反应，始终没主动站出来处理一下，好歹也是家高级酒店，这种服务意识令人失望，小姑娘过来看了电脑没几秒，就说其实给我预留了20楼的双床房前面没看到。无语，我又累又饿白白在前台站20分钟发了一顿火才拿到我预定房间的门卡？也不知道前面迟迟不愿给我预定的房间是出于什么考虑？另外，酒店楼下马路在修路，从早到晚都是机器马达声，喜欢安静的建议绕路这家酒店。,花园大床房,大床房
1263,关于餐饮设施和性价比的评论,1285,名不虚传的美食酒店，里面有四五家餐厅，食物精致美味。打卡了荔湾庭和瀑布餐厅。套餐非常划算，有500元抵用券可以在餐厅抵用。会员赠送了行政酒廊早晚餐和下午茶。酒店里充满具有岭南特色的装饰，红龙梦金箔壁画、木雕藻井、木雕家具等等，还有博物馆和后花园可以餐馆。住宿设施上，红棉房床品舒适度极高，设施齐备。唯一不足的是老牌酒店，房间有些味道，在可接受范围内。,红棉双床套房,套房
1264,关于整体满意度和前台服务的评论,1286,"酒店氛围很好，服务员工作主动热情 ，做事情忙而不乱。
酒店开业多年  但设施维护很好，并不显残旧，酒店所承载的历史反而成为酒店自身的魅力，这也是我选住花园酒店的主要原因。",花园大床房,大床房
1265,关于房间设施和整体满意度的评论,1287,房间舒适，设施完善。入住很是惬意，大堂很美，服务态度很好??,花园大床房,大床房
1266,关于安静程度和整体满意度的评论,1288,非常非常不建议这段时间入住，外面在施工太吵了，晚上施工到9，10点，听得无比烦躁，房间里压根不能待，早上7点就被施工的声音吵醒了，休假期间就想好好睡个觉，上一个酒店每天睡到9，10点才醒，这个酒店到好，7点就被吵醒，幸亏只订个一晚,红棉大床套房,套房
1267,关于卫生状况和前台服务的评论,1289,和父母来，本来是想再次回味一下广州的老牌酒店，没想到是这么的脏，打扫完的房间还有长头发，酒店茶餐厅的服务人员也非常排外，很明显提供不平等对待！,花园大床房,大床房
1268,关于交通便利性和房间设施的评论,1290,房间非常不错，环境很漂亮噢！特别是酒店的大堂和用餐区，非常的气派，难怪有这么多外国友人过来！值得一提的是离地铁站非常非常的近，出行很方便。去广州塔，动物园，珠江夜游等景区五个站不到。晚上回来居然还有小点心。老人家出行必须要夸一下这里，配备了硬床板，腰疼得到了很好的缓解，以后来广州还会再来的，再次感谢花园酒店！,花园双床房,双床房
1269,关于整体满意度和前台服务的评论,1291,"设施：配套设施齐全
卫生：没异味
环境：很好，入住很舒服
服务：前台外国小哥哥很热情，赠送了鲜花，曲奇饼很好吃。服务很好，与价格匹配。",红棉大床套房,套房
1270,关于前台服务和整体满意度的评论,1292,广州花园酒店，提前一天就接到电话问我有什么要求，升级房型，蜜月布置都满足了我的要求，因为是金卡还送了行政待遇，体验非常棒，以后有机会还来推荐给大家！,红棉大床套房,套房
1271,关于整体满意度和公共设施的评论,1293,花园酒店名不虚传！精美的花园、齐全的设施、优质的服务（到店主动免费升级客房）。十分满意的入住体验，点赞！??????,红棉大床套房,套房
1272,关于房间设施和整体满意度的评论,1294,第三次入住了，重新装修后房间更加宽敞，床品高级舒适。品广州美食，领略岭南文化，非花园莫属??,红棉大床套房,套房
1273,关于房间设施和前台服务的评论,1295,"房间设施一般。
提前预订房间并扣费，楼层说了18-21层，且要求无烟房，备注好无异味。因私晚上11点多到店，被告知无要求的房间，临时换到低层，虽然是无烟房，也有异味。前厅服务态度一般。
晚上12点打客房服务，没人接听。早上8.9点打前台要求送矿泉水也等了40多分钟。",花园双床房,双床房
1274,关于房间设施和公共设施的评论,1296,一家38年历史的老酒店，管理、服务依然是那么好。美中不足是设施上要更进一步才能赶上多元化多样性的需求，建议管理者从顾客多元化需求方面考虑改进。如枕头的软与硬。羽绒枕固然好，可我更喜欢乳胶枕，睡觉睡不好，整个人一天都不爽。住的时候刚好碰上泳池维修，没能畅游一番很是遗憾。,花园大床房,大床房
1275,关于前台服务和客房服务的评论,1297,"很愉快的一次入住！酒店环境好，服务棒！尤其是这次入住赠送行政酒廊的下午茶和欢乐时光，里面二个班的小姐姐都特别有趣有心！Katherine,Cherry,Yana这三个小姐妹我遇上了二次，尤其是Yana特别贴心，给我介绍酒店好玩好看的地方，谢谢啦！
Candy,Yuki,Lena这三个美女我遇上一次，也是很可爱的呢，给我推荐美食，及时给我调整不爱的食物，尤其是Yana的笑容，太治愈了！
我有用心记录了她们的名字，好的服务让我以后会继续选择这里的！
还有那些整理清洁的阿姨们，路上遇见也都是笑眯眯的和我们打招呼，太愉快了",花园双床房,双床房
1276,关于房间设施和前台服务的评论,1298,"设施：先说床品，非常非常赞，保障了优质的睡眠。房间设施略老旧，出现短路跳闸的故障。

卫生：卫生不错。

环境：环境没得说，交通也方便。

服务：前台服务很专业，超预期。部分员工对于酒店位置设施不太熟悉，无法提供有用的指引。此次出行恰逢女伴生日，遗憾酒店未提供任何小惊喜。",红棉大床套房,套房
1277,关于整体满意度和前台服务的评论,1299,非常满意的一次体验。前台小哥哥服务态度很好，笑容也很好，告诉了我名字没记住。希望酒店可以表扬下。花园酒店整体还是不错的，房间也舒适，床很舒服。东西很好吃，喜欢粤菜。无论从性价比和舒适度都是非常不错的。下次还希望可以过来入住。,红棉双床套房,套房
1278,关于整体满意度和前台服务的评论,1300,酒店前台给升级了套房，体验非常好。早餐区有景观瀑布，酒店环境好，地理位置方便。适合商务出行，下次还会入住。,花园大床房,大床房
1279,关于餐饮设施和整体满意度的评论,1301,"第二次在携程订的，房间很大，设施都很好，一楼早餐人很多，要排队，二楼早餐品类少些也够吃，但是人少
用劵买了晚餐，不知道是不是人多，味道跟上次比有所下降，但是工作人员的还是一样的nice，很热情",红棉大床套房,套房
1280,关于整体满意度和前台服务的评论,1302,"老牌五星酒店整体不失水准，保持着自己的特色，及五星酒店该有的标准，值得推荐！大气宽敞的大堂，酒店前台有序高效的办理入住，全程笑容满面，非常nice!礼宾部的服务人员也很不错哦????酒店内（除房间）随处可见的花艺展示是酒店的一大亮点，入住时前台妹妹提供的酒店内景打卡，还不错，可以逛逛拍拍，酒店内的后花园虽小，却不影响她的特色。大堂吧有时间可以去坐坐，面包和咖啡?不错????
建议酒店房间内的卫生间，特别是冲凉房的设计，最好改善提升一下，太局促不方便，拉低了酒店整体满意度。房间内空调静音效果不错，花洒??水压足，好多五星酒店上述两点都不咋样。早餐品种少了点，希望以后能有改变。
整体不错！",花园双床房,双床房
1281,关于整体满意度和体验的评论,1303,老牌五星级酒店,城央绿意双床房,双床房
1282,关于整体满意度和房间设施的评论,1304,非常棒，非常适合宅酒店，有很多打卡点，小朋友们很开心，很人性化，送了非常棒的一盒月饼，完美体验。不足点是客房充电插头不够用，等了两次。,花园双床房,双床房
1283,关于整体满意度和前台服务的评论,1305,节日气氛浓厚，服务热情周到，感谢Ann为我们升级了房间，安静舒适，住宿体验很好！,红棉大床套房,套房
1284,关于整体满意度和交通便利性的评论,1306,来广州旅行，花园酒店是一个非常好的选择。酒店在市中心，有地铁可以直接到。淘金站上来就是。大堂非常气派。服务非常周到。客房干净，服务人员热情。里面有很多外国人。二楼的早餐非常好吃。每天都有更新。总体来说非常满意！,红棉双床套房,套房
1285,关于性价比和餐饮设施的评论,1307,花园酒店非常惊艳，是全家广州行觉得性价比最高的选择。首先是酒店的环境大气又有历史沉淀，然后是餐厅，酒店里面有几家米其林，早餐的两家餐厅都非常惊艳。难得的是酒店不但适合商务入住还适合亲子旅游，周边交通方便，商场和美食也不少。孩子最喜欢的就是去后花园喂小鱼了，唯一可惜的是露天泳池没有开放。,花园双床房,双床房
1286,关于整体满意度和前台服务的评论,1308,房间非常满意，前台亲切，给我感觉特别好，一进大堂确实给我很震惊，富丽堂皇，面积如此之大，还有演出和弹琴～房间和早餐都很有广州特色～,花园大床房,大床房
1287,关于餐饮设施和公共设施的评论,1309,慕瀑布餐厅名而来，有更多惊喜。老派酒店新式装修设施齐全服务细致。泳池赞。自助晚餐的牛扒和甜品很正！芝士蛋糕好吃！还看了个小画展。,花园大床房,大床房
1288,关于前台服务和公共设施的评论,1310,"首先说第一印象
1.服务:所有工作人员都很热情耐心友好，说真的特别温暖！第一晚的房间厕所反味，和大堂的bobo说了，立马给安排成了套房还送了小点心和一张手写信！服务方面真的无可挑剔！
2.设施:大堂很大，富丽堂皇的感觉，配套有棋牌室，壁球室，健身室，网球场，按摩室，桑拿浴室，室外游泳池，SPA（都没去，就看到室外泳池一直在维护无法使用）
3.儿童:
前台办理入住的时候，看到有带小孩就有工作人员上来发酒店自己做的黄油曲奇，和蔓越莓曲奇！yummy
	
还可以在前台领打卡的卡片，集满3个章就可以换一张书签，对于小朋友也很有趣啦，也可以顺便深度逛一逛酒店！
	
酒店内有花园酒店博物馆，周一闭馆，可以带娃去逛逛（也是一个集章打卡点）
4.房间:相对紧凑，没那么宽敞！
5.交通:酒店出门就是地铁站??出行便利，要坐APM线需要换乘相对麻烦点。
6.吃饭:酒店附近200m内就有广州酒家，点都德！走路就能到!花园酒店的早茶和瀑布餐厅也很有名
7.国际化:在花园酒店这几天真的是3步一个外国人，非常international了，酒店周围也全是外国人！工作人员想必外语肯定各个都很赞！
8.周边:第二天妹妹生病了，导航到周围几百米有一家医院，过去没有儿科，又打车过去中山大学附属第一医院，去医院也不远！能酒店深度评价到周边医院，多夸了我的好大儿
	花园酒店一共住了2晚，真的能感受到广州人民的热情专业温暖的服务！",花园双床房,双床房
1289,关于前台服务和整体满意度的评论,1311,其实家就在附近，想临时抛开家里孩子谈谈恋爱。其实之前家里有亲戚之类的过来广州玩也会选择花园酒店。但是这回住又有新体验。前台的billy服务非常热情满脸笑容。为我们安排了可以吸烟的房型并做了升级。非常详细的介绍了房间是新装修过望花园瀑布，以及行政礼遇和设施。非常感动！装修后的花园酒店方方面面都符合五星级标准,红棉大床套房,套房
1290,关于餐饮设施和前台服务的评论,1312,房间设计西式化，估计当年是跟中国大酒店各不同风格，一个中式一个西式。吃早餐也是分中西式两个厅。服务生态度非常亲和，吃早餐虽然要排队等候，但是就算是一个人也可以选择坐一张桌子不与别人share，还会特意写上“留坐”示意。非常人性化。酒店很华丽！没住过的可以去感受一下。中餐厅也很有氛围。,花园大床房,大床房
1291,关于房间设施和卫生状况的评论,1313,体验感最差的一次酒店入住，看乌鸦行为的视频被媒来的，视频里酒店设施看起来还挺好的，结果入住后发现设施陈旧，房间狭小，晚上洗个澡，水就从洗澡间里漏出来了，而且不是一点点，联系客房服务给换了一间房，感觉还是有点渗，只是没那么严重，忍了，窗台上是黑灰色的都是泥灰尘留下的痕迹，团购还一千五一晚的房费就这个样子，真心上当受骗，房间差成这样我又何必再在这个酒店多花一个子。,花园双床房,双床房
1292,关于整体满意度和前台服务的评论,1314,环境挺好 拍照也挺出片的 服务态度也不错 吃的东西就那样吧 酒店的餐大同小异 人造瀑布还挺好看的 还有博物馆啥玩意儿的 前台的金箔纸红楼梦场景画很大气……,花园大床房,大床房
1293,关于前台服务和客房服务的评论,1315,房间真的还是挺不错的，很宽敞，装修也很新。特别是前台服务和客房服务都是满分，晚上口渴，就让服务多送5瓶水过来，也是很快满足！退房也是超级迅速！！下次还会住花园！,红棉双床套房,套房
1294,关于交通便利性和房间设施的评论,1316,"选的花园酒店作为接亲出门酒店
交通方便 也有好多外景可以出片
但是酒店房间还是旧了一点
不过整体适合敬茶接亲",红棉大床套房,套房
1295,关于整体满意度和餐饮设施的评论,1317,升级的房间十分满意，早餐一如既往的赞??前台接待处，客房处，用餐区的服务小组的服务意识都不错??本次体验挺满意～,花园双床房,双床房
1296,关于整体满意度和前台服务的评论,1318,特地挑选春节入住花园酒店，感受在花园酒店过除夕，体验很棒，热闹而温馨。特别感谢Ann，非常体贴细心，宾至如归。,花园大床房,大床房
1297,关于前台服务和退房/入住效率的评论,1319,带娃出游，准备退房的时候，小宝宝闹觉，要睡觉，跟前台说明理由后，小姐姐延迟让我们退房，让宝宝睡一会！这点很窝心，服务很好！,花园双床房,双床房
1298,关于交通便利性和房间设施的评论,1320,第一次住花园酒店，老牌的酒店了，无论交通，酒店设施都很方便齐备。,花园大床房,大床房
1299,关于整体满意度和房间设施的评论,1321,"我很高兴能够分享我对入住广州花园酒店体验，非常令人满意。花园酒店作为广州的一家知名五星级酒店，在服务和设施方面都非常出色。入住体验非常愉快，让我感受到了高品质的服务和舒适的环境。

首先，我非常欣赏酒店的设计和装修。房间宽敞明亮，设施齐全，而且非常干净整洁。床铺舒适，让我每天都能够得到充分的休息。浴室设施完善，包括高品质的洗浴用品和浴袍等，让我感到非常舒适。

其次，我非常满意酒店的服务。员工都非常友好和专业，能够满足我所有的需求。他们始终保持微笑，让人感到非常亲切。此外，酒店还提供了许多额外的服务，例如早餐、下午茶和晚间鸡尾酒等，这些服务都非常出色。

在性价比方面，我认为花园酒店的价格非常合理。虽然价格稍高，但考虑到酒店的高品质服务和设施，我认为这笔钱花得非常值得。如果你正在寻找一家高品质的酒店，我认为花园酒店是一个非常好的选择。

总的来说，我对“入住广州花园酒店体验”的评价非常高。酒店的服务和设施都非常好，让我感到非常舒适和满意。如果你正在计划来广州旅游，我强烈推荐你选择花园酒店作为你的住宿地点。总之，这是一次非常愉快的购物体验，我非常满意。",花园大床房,大床房
1300,关于整体满意度和周边配套的评论,1322,广州最早的五星酒店之一，艺术底蕴深厚，酒店位置很好，周围吃逛都很方便，虽然房间设施稍为老旧，但暇不掩瑜，服务和环境都很不错，下次来广州还会入住，值得推荐。,红棉双床套房,套房
1301,关于前台服务和整体满意度的评论,1323,这次带崽崽来广州玩，选择花园酒店简直不要太明智，酒店有自己的历史，也有庭院可以散步游玩，对于10岁的孩子来说，酒店博物馆真的不错，非常推荐。另外，这是小朋友第一次独自完成check in，特别表扬前台的Viria and Ariel两位小姐姐，对小朋友特别耐心，漂亮又热情！,花园双床房,双床房
1302,关于整体满意度和体验的评论,1324,挺开心的一次体验,花园大床房,大床房
1303,关于房间设施和卫生状况的评论,1325,"设施：说是三十年的酒店了，但是一点看出来 设施都很新

卫生：卫生更是没话说，酒店的每一处都很干净

环境：特别赞，酒店里面还有瀑布，

服务：帮我免费升房了，前台还送了花花 很贴心",花园双床房,双床房
1304,关于交通便利性和餐饮设施的评论,1326,环境非常好?? 服务也很周到 缺什么什么送来的也很快 自助早餐最爱 瀑布餐厅！房间非常大很舒适??一出地铁站就到门口了 比较可惜的就是游泳池在维修 希望下次去的时候能去游泳！,红棉大床套房,套房
1305,关于前台服务和安静程度的评论,1327,"服务：大堂的巴基斯坦帅哥工作很认真，沟通非常好。
卫生：干净整洁
环境：旁边工地打桩到10点左右会停工。感觉吵闹可以去对面世贸，友谊转转，吃点东西，再回来。
设施：还行吧，浴盆的位置有点怪。卫生间和卧室通透，会有点气味传过来。先到外边的房间等10分钟再去卧室就没有气味。",红棉大床套房,套房
1306,关于房间设施和交通便利性的评论,1328,酒店年限有些久，设施相对有些老旧，楼下就是地铁口这点相对比较方便，服务人员态度一般，吃自助餐的时候还没吃完就要我签字房号。没有惊喜。花园瀑布餐厅算是一个打卡地非常出片。,红棉大床套房,套房
1307,关于周边配套和餐饮设施的评论,1329,位置非常好，吃饭非常方便，酒店打卡的人很多，瀑布餐厅名不虚传，早餐服务很好，花园可以带小朋友喂鱼，博物馆也可以看一看。,花园双床房,双床房
1308,关于房间设施和价格合理性的评论,1330,房间比较老，卫生间有补过?迹，但房间宽阔，价格实惠。,红棉大床套房,套房
1309,关于房间设施和性价比的评论,1331,其他都不想说，除了床垫床垫床垫；第一次住酒店掀开床垫看，再看看官网价格！嗯 告辞！！早餐的环境还可以，菜品也就那样！,花园双床房,双床房
1310,关于前台服务和体验的评论,1332,环境服务都不错，就是以后办理入住的时候最好主动提醒一下房间是带早餐的，说明一下用餐地点和时间囖，不然我们自己都忘记了,花园大床房,大床房
1311,关于房间设施和前台服务的评论,1333,花园酒店的房间设施完善，舒适，一如既往的喜欢，酒店每个服务员的热情服务让我感到非常欣慰,花园双床房,双床房
1312,关于整体满意度和交通便利性的评论,1334,作为中国唯三的白金五星级酒店，花园酒店一直是广州的一个招牌，旅游出行很方便，环境非常不错，瀑布餐厅非常有名，服务也很到位，很欢喜，下次应该还会带娃来的，只可惜这次去的时候泳池在装修，没有游起来，算是开心旅程中的一点点遗憾吧,红棉双床套房,套房
1313,关于整体满意度和房间设施的评论,1335,这次临时来广州办事，预定了放在收藏夹里很久的花园酒店，因为带了宝宝，想着要环境好一些，地方大一些，果然是不错的，宝宝每天和奶奶逛酒店很开心，我就和老公在外面办事情，一共续住了三次，总共住了八天，都不想换酒店，就一直在这续住，下次来还住这里????,花园双床房,双床房
1314,关于整体满意度和景观/朝向的评论,1336,这次来广州，特地选择了代表着改革开放以后，“传说中的”第一批五星级酒店的几家酒店，走入酒店，那种开篇之作，厚重不浮夸的质感让人满意，环抱着的花园有典型岭南园林的痕迹，不能言表的高级感让酒店蕴含着神秘的气息。,红棉大床套房,套房
1315,关于整体满意度和餐饮设施的评论,1337,酒店虽和我同龄，但维护保养的非常好，大气精致共存，特色餐厅也极具水准，难以想象，在1985年开业时这是怎样超前的存在！,红棉大床套房,套房
1316,关于交通便利性和周边配套的评论,1338,酒店很漂亮，不负白金酒店的称号，酒店在地铁5号线淘金站A口的边上，附近商城多，吃饭购物都很方便，酒店的服务也很好 ，入住的房间因网络有问题，而我们晚上有线上课，在和客房服务反应后，客户服务热心的帮我们升级了房间。早餐瀑布餐厅的服务员也都很热情。,花园双床房,双床房
1317,关于交通便利性和周边配套的评论,1339,地段优越，环境好，交通便利，服务人员热情，餐厅的环境和食物的味道都很好，周边300米有点都德得和其他美食餐厅，值得入住。,城央绿意大床房,大床房
1318,关于餐饮设施和景观/朝向的评论,1340,饭店历史悠久，风景极美，早餐非常丰盛！,花园大床房,大床房
1319,关于整体满意度和公共设施的评论,1341,"主体建筑Y型，寓意“年轻和希望”的白金五星广州花园酒店，难得数十年来仍保持经典非凡，果然实至名归。
本次体验的是含行政礼遇的客房，除没有浴缸外，其他设施、卫生、环境、服务以及满溢岭南气息的后花园、故事感满满的大堂、餐厅和博物馆，都让人心悦诚服。
特别感谢锦鲤酒吧行政酒廊的服务员Carrie、Winnie、Mia、乐队和全体成员，还有送来精美点心的客房服务员??",花园双床房,双床房
1320,关于前台服务和整体满意度的评论,1342,第一次来广州，选择了久负盛名的花园酒店，，大厅和瀑布餐厅都很惊艳。特别要赞一下前台的Billy小哥哥，特别细心耐心，专业素质好，看到我一个人带孩子充分了解我的需求并且帮我规划了最优的方案。从长隆一身疲惫到了这里因为Billy感受到了宾至如归的感觉。,花园双床房,双床房
1321,关于房间设施和卫生状况的评论,1343,非常不好的入住体验，一千多的价格，设施陈旧，只有个好看的酒店大堂，非常不值得推荐，建议大家多加几百推荐去珠江新城那几家，卫生状况极其差，只有浴缸，洗澡需要站立上去，感觉很不干净，而且带着老人家入住，爬不上去，大夏天只能将就一晚上，将就着住了一夜所谓的五星酒店，关了浴室门就没办法关卫生间的门，窗帘只有一层纱，而且很脏发黄，早上天一亮你就知道了，有一股发霉的老酒店味道，下次降到五百房价，都不推荐去住，差评内容还有很多很多,花园双床房,双床房
1322,关于房间设施和整体满意度的评论,1344,酒店38年了大堂还是金碧辉煌，38年前作为广州的五星级酒店还是硬件保养的不错，重新装修过的房间干净整洁，早餐比较中规中矩，总体还是非常满意。,红棉大床套房,套房
1323,关于餐饮设施和整体满意度的评论,1345,不愧是广花啊，服务环境都很满意，最关键的早餐是在瀑布餐厅吃，服务员小姐姐还很热情的帮忙拍照。吃早饭就可以去后面花园散步，瀑布下面有很多大锦鲤。,红棉双床套房,套房
1324,关于前台服务和体验的评论,1346,"本次入住让我非常舒服感动，特别是Billy Deng 很热情,服务态度很好,细致周到,让我印象非常深刻!",花园行政大床套房,套房
1325,关于交通便利性和前台服务的评论,1347,酒店的地理位置超级无敌好，在淘金地铁站上来就看到了，我们早上到达酒店，因为未到两点暂时不能入住，就把行李寄存在大堂然后玩去了。晚上再回去办理入住，等候过程也很快。而且酒店很贴心，提早帮我们开了空调。想想在外面40多度的热浪中回到凉飕飕的房间，多舒服啊！重点是不用等房间降温！必须表扬！订酒店之前看评论，很纠结那个市政工程会不会噪音很大？我是神经质的睡眠，有点担心。酒店也很贴心，写了提醒字条在桌面上。幸好整个晚上到白天九点多我们出发时都很安静。 瀑布餐厅的早餐品种很多，工作人员的态度也非常好，环境一流，拍照打卡非常棒，不过要稍稍排一下队。要延迟退房跟客服说了一下就可以免费延迟到下午两点。说了好的方面，再提一下意见，为什么厕所跟浴房是同一扇推拉门呢？两个人同时使用的话，关哪边好？这个设计，不懂欣赏。,花园双床房,双床房
1326,关于整体满意度和交通便利性的评论,1348,酒店有着优秀服务的沉淀！地理位置优越，交通便利！花园酒店的精致花园使其名副其实！酒店大堂的设计依旧经典，极富艺术气息和美好寓意！房间到餐厅都非常用心，最爱在早餐看着瀑布，开启美好的广州之旅！羊羔公仔也是孩子爱不释手的布娃娃！,花园双床房,双床房
1327,关于客房服务和餐饮设施的评论,1349,外面看真的不错，大厅也很气派，看得出很有文化底蕴。迎宾以及服务员都很nice。就是房间有点小，酒店餐厅环境不错，但是早餐种类还是少了点。行程匆忙，也没来得及去酒店博物馆参观。去的时候泳池正在设备维护，没有去游泳很是遗憾。退房后有东西落酒店了，打电话过来询问，还帮忙快递，真的非常感谢，必须好评。,花园双床房,双床房
1328,关于公共设施和餐饮设施的评论,1350,服务超温暖，宾至如归，健身房环境一流，游泳池超好，早餐丰富多彩，非常可口，中式和西式早餐并存，还有地域特色,花园双床房,双床房
1329,关于前台服务和餐饮设施的评论,1351,第二次选择花园酒店，工作人员服务态度好，酒店还送我们早餐卷，在楼顶用餐，把整个城市景色收入眼帘，太棒了??,花园双床房,双床房
1330,关于前台服务和整体满意度的评论,1352,非常满意 前台接待的工作人员都很好 有耐心 声音适中 服务人员都很有素质 配套设施卫生环境服务都很赞 不愧是老牌五星级酒店 白金五星的含金量真不错,城央绿意大床房,大床房
